Date,Close
2021-03-22,452.410004
2021-03-23,460.200012
2021-03-24,451.510010
2021-03-25,450.989990
2021-03-26,469.089996
2021-03-29,469.320007
2021-03-30,465.459991
2021-03-31,475.369995
2021-04-01,483.339996
2021-04-05,491.619995
2021-04-06,491.339996
2021-04-07,493.410004
2021-04-08,499.839996
2021-04-09,504.040009
2021-04-12,506.029999
2021-04-13,514.859985
2021-04-14,510.630005
2021-04-15,523.250000
2021-04-16,525.080017
2021-04-19,516.169983
2021-04-20,514.210022
2021-04-21,512.340027
2021-04-22,507.290009
2021-04-23,515.840027
2021-04-26,515.700012
2021-04-27,517.320007
2021-04-28,515.479980
2021-04-29,516.090027
2021-04-30,508.339996
2021-05-03,503.459991
2021-05-04,490.700012
2021-05-05,486.690002
2021-05-06,483.609985
2021-05-07,488.730011
2021-05-10,479.380005
2021-05-11,485.190002
2021-05-12,472.089996
2021-05-13,474.160004
2021-05-14,486.559998
2021-05-17,482.739990
2021-05-18,480.619995
2021-05-19,480.470001
2021-05-20,491.670013
2021-05-21,488.070007
2021-05-24,497.829987
2021-05-25,505.079987
2021-05-26,506.980011
2021-05-27,498.279999
2021-05-28,504.579987
2021-06-01,495.910004
2021-06-02,495.769989
2021-06-03,493.140015
2021-06-04,504.500000
2021-06-07,509.470001
2021-06-08,509.200012
2021-06-09,514.679993
2021-06-10,535.520020
2021-06-11,541.260010
2021-06-14,556.950012
2021-06-15,548.460022
2021-06-16,543.330017
2021-06-17,551.359985
2021-06-18,565.590027
2021-06-21,567.349976
2021-06-22,575.739990
2021-06-23,574.229980
2021-06-24,578.260010
2021-06-25,579.659973
2021-06-28,588.799988
2021-06-29,590.750000
2021-06-30,585.640015
2021-07-01,584.729980
2021-07-02,593.070007
2021-07-06,596.900024
2021-07-07,605.770020
2021-07-08,605.950012
2021-07-09,604.500000
2021-07-12,600.200012
2021-07-13,605.010010
2021-07-14,608.830017
2021-07-15,606.169983
2021-07-16,606.099976
2021-07-19,602.049988
2021-07-20,608.719971
2021-07-21,612.260010
2021-07-22,623.679993
2021-07-23,625.869995
2021-07-26,620.799988
2021-07-27,618.280029
2021-07-28,620.919983
2021-07-29,621.700012
2021-07-30,621.630005
2021-08-02,618.750000
2021-08-03,621.280029
2021-08-04,625.679993
2021-08-05,632.080017
2021-08-06,631.380005
2021-08-09,629.219971
2021-08-10,621.739990
2021-08-11,626.030029
2021-08-12,634.349976
2021-08-13,637.309998
2021-08-16,636.940002
2021-08-17,635.010010
2021-08-18,626.770020
2021-08-19,637.659973
2021-08-20,647.340027
2021-08-23,656.859985
2021-08-24,657.239990
2021-08-25,656.799988
2021-08-26,652.390015
2021-08-27,658.520020
2021-08-30,665.989990
2021-08-31,663.700012
2021-09-01,665.890015
2021-09-02,664.640015
2021-09-03,666.590027
2021-09-07,661.390015
2021-09-08,663.219971
2021-09-09,661.679993
2021-09-10,658.940002
2021-09-13,645.150024
2021-09-14,645.010010
2021-09-15,661.080017
2021-09-16,665.109985
2021-09-17,654.479980
2021-09-20,641.289978
2021-09-21,645.890015
2021-09-22,626.080017
2021-09-23,630.840027
2021-09-24,622.710022
2021-09-27,603.650024
2021-09-28,578.770020
2021-09-29,577.700012
2021-09-30,575.719971
2021-10-01,577.469971
2021-10-04,558.489990
2021-10-05,566.700012
2021-10-06,570.309998
2021-10-07,578.960022
2021-10-08,576.859985
2021-10-11,573.070007
2021-10-12,580.690002
2021-10-13,591.119995
2021-10-14,607.510010
2021-10-15,610.090027
2021-10-18,622.830017
2021-10-19,636.070007
2021-10-20,632.369995
2021-10-21,638.659973
2021-10-22,643.580017
2021-10-25,646.969971
2021-10-26,642.500000
2021-10-27,640.080017
2021-10-28,639.280029
2021-10-29,650.359985
2021-11-01,640.200012
2021-11-02,640.400024
2021-11-03,655.179993
2021-11-04,674.080017
2021-11-05,662.719971
2021-11-08,666.020020
2021-11-09,667.919983
2021-11-10,647.500000
2021-11-11,643.169983
2021-11-12,657.599976
2021-11-15,659.729980
2021-11-16,671.030029
2021-11-17,670.669983
2021-11-18,670.960022
2021-11-19,688.369995
2021-11-22,673.570007
2021-11-23,665.159973
2021-11-24,668.320007
2021-11-26,662.099976
2021-11-29,687.489990
2021-11-30,669.849976
2021-12-01,657.409973
2021-12-02,671.880005
2021-12-03,616.530029
2021-12-06,622.039978
2021-12-07,649.960022
2021-12-08,653.099976
2021-12-09,632.570007
2021-12-10,654.450012
2021-12-13,658.299988
2021-12-14,614.859985
2021-12-15,630.330017
2021-12-16,566.090027
2021-12-17,556.640015
2021-12-20,549.770020
2021-12-21,557.520020
2021-12-22,563.979980
2021-12-23,569.619995
2021-12-27,577.679993
2021-12-28,569.359985
2021-12-29,569.289978
2021-12-30,570.530029
2021-12-31,567.059998
2022-01-03,564.369995
2022-01-04,554.000000
2022-01-05,514.429993
2022-01-06,514.119995
2022-01-07,510.700012
2022-01-10,525.830017
2022-01-11,529.890015
2022-01-12,532.369995
2022-01-13,516.900024
2022-01-14,520.599976
2022-01-18,513.340027
2022-01-19,516.580017
2022-01-20,510.850006
2022-01-21,499.910004
2022-01-24,519.659973
2022-01-25,502.720001
2022-01-26,500.809998
2022-01-27,493.049988
2022-01-28,518.159973
2022-01-31,534.299988
2022-02-01,535.979980
2022-02-02,533.090027
2022-02-03,510.829987
2022-02-04,513.539978
2022-02-07,507.100006
2022-02-08,511.309998
2022-02-09,521.750000
2022-02-10,495.019989
2022-02-11,473.970001
2022-02-14,474.010010
2022-02-15,479.500000
2022-02-16,477.700012
2022-02-17,457.709991
2022-02-18,442.559998
2022-02-22,438.399994
2022-02-23,429.450012
2022-02-24,463.820007
2022-02-25,465.540009
2022-02-28,467.679993
2022-03-01,466.679993
2022-03-02,471.179993
2022-03-03,459.079987
2022-03-04,452.130005
2022-03-07,437.970001
2022-03-08,431.529999
2022-03-09,450.869995
2022-03-10,438.950012
2022-03-11,416.380005
2022-03-14,411.500000
2022-03-15,421.660004
2022-03-16,442.359985
2022-03-17,444.359985
2022-03-18,453.329987
2022-03-21,453.589996
2022-03-22,468.225006
