Date,Close
2021-03-22,12.850000
2021-03-23,12.210000
2021-03-24,12.140000
2021-03-25,12.320000
2021-03-26,12.300000
2021-03-29,12.150000
2021-03-30,12.460000
2021-03-31,12.250000
2021-04-01,12.170000
2021-04-05,12.700000
2021-04-06,12.920000
2021-04-07,12.730000
2021-04-08,12.510000
2021-04-09,12.510000
2021-04-12,12.380000
2021-04-13,12.200000
2021-04-14,12.240000
2021-04-15,12.240000
2021-04-16,12.230000
2021-04-19,12.110000
2021-04-20,11.450000
2021-04-21,11.730000
2021-04-22,11.940000
2021-04-23,12.220000
2021-04-26,12.270000
2021-04-27,12.490000
2021-04-28,12.430000
2021-04-29,11.260000
2021-04-30,11.540000
2021-05-03,11.630000
2021-05-04,11.410000
2021-05-05,11.610000
2021-05-06,11.740000
2021-05-07,11.820000
2021-05-10,11.710000
2021-05-11,11.580000
2021-05-12,11.330000
2021-05-13,11.550000
2021-05-14,11.840000
2021-05-17,12.150000
2021-05-18,12.140000
2021-05-19,12.110000
2021-05-20,12.490000
2021-05-21,13.330000
2021-05-24,13.060000
2021-05-25,12.810000
2021-05-26,13.900000
2021-05-27,14.880000
2021-05-28,14.530000
2021-06-01,14.810000
2021-06-02,14.910000
2021-06-03,15.990000
2021-06-04,15.970000
2021-06-07,15.880000
2021-06-08,15.630000
2021-06-09,15.480000
2021-06-10,15.110000
2021-06-11,15.280000
2021-06-14,14.870000
2021-06-15,15.000000
2021-06-16,15.020000
2021-06-17,14.770000
2021-06-18,14.520000
2021-06-21,14.780000
2021-06-22,14.910000
2021-06-23,15.420000
2021-06-24,15.260000
2021-06-25,15.190000
2021-06-28,14.960000
2021-06-29,15.010000
2021-06-30,14.860000
2021-07-01,14.910000
2021-07-02,14.930000
2021-07-06,14.500000
2021-07-07,14.230000
2021-07-08,14.060000
2021-07-09,14.480000
2021-07-12,14.610000
2021-07-13,14.420000
2021-07-14,14.250000
2021-07-15,14.010000
2021-07-16,13.610000
2021-07-19,13.280000
2021-07-20,13.910000
2021-07-21,14.190000
2021-07-22,13.910000
2021-07-23,13.820000
2021-07-26,14.030000
2021-07-27,13.790000
2021-07-28,13.860000
2021-07-29,14.390000
2021-07-30,13.950000
2021-08-02,13.910000
2021-08-03,14.020000
2021-08-04,13.320000
2021-08-05,13.710000
2021-08-06,13.800000
2021-08-09,13.750000
2021-08-10,13.820000
2021-08-11,13.930000
2021-08-12,13.900000
2021-08-13,13.590000
2021-08-16,13.460000
2021-08-17,12.990000
2021-08-18,13.000000
2021-08-19,12.670000
2021-08-20,12.570000
2021-08-23,12.730000
2021-08-24,13.080000
2021-08-25,13.170000
2021-08-26,12.900000
2021-08-27,13.310000
2021-08-30,13.050000
2021-08-31,13.030000
2021-09-01,13.110000
2021-09-02,13.010000
2021-09-03,12.890000
2021-09-07,12.950000
2021-09-08,13.030000
2021-09-09,12.760000
2021-09-10,12.680000
2021-09-13,12.990000
2021-09-14,12.860000
2021-09-15,13.220000
2021-09-16,13.400000
2021-09-17,13.550000
2021-09-20,12.820000
2021-09-21,12.770000
2021-09-22,13.230000
2021-09-23,13.710000
2021-09-24,13.780000
2021-09-27,14.160000
2021-09-28,14.310000
2021-09-29,14.300000
2021-09-30,14.160000
2021-10-01,14.160000
2021-10-04,14.350000
2021-10-05,14.290000
2021-10-06,14.120000
2021-10-07,14.890000
2021-10-08,15.120000
2021-10-11,15.090000
2021-10-12,15.640000
2021-10-13,15.510000
2021-10-14,15.450000
2021-10-15,15.700000
2021-10-18,15.560000
2021-10-19,15.420000
2021-10-20,16.040001
2021-10-21,16.549999
2021-10-22,16.280001
2021-10-25,16.000000
2021-10-26,15.940000
2021-10-27,15.510000
2021-10-28,16.860001
2021-10-29,17.080000
2021-11-01,17.950001
2021-11-02,18.010000
2021-11-03,18.629999
2021-11-04,19.420000
2021-11-05,19.290001
2021-11-08,20.150000
2021-11-09,20.120001
2021-11-10,19.360001
2021-11-11,19.549999
2021-11-12,19.500000
2021-11-15,19.860001
2021-11-16,19.790001
2021-11-17,19.959999
2021-11-18,19.559999
2021-11-19,19.389999
2021-11-22,20.480000
2021-11-23,20.200001
2021-11-24,20.250000
2021-11-26,19.750000
2021-11-29,19.670000
2021-11-30,19.190001
2021-12-01,19.580000
2021-12-02,19.870001
2021-12-03,19.139999
2021-12-06,19.219999
2021-12-07,19.959999
2021-12-08,19.809999
2021-12-09,19.570000
2021-12-10,21.450001
2021-12-13,20.430000
2021-12-14,20.049999
2021-12-15,20.190001
2021-12-16,20.350000
2021-12-17,19.770000
2021-12-20,19.420000
2021-12-21,19.610001
2021-12-22,20.139999
2021-12-23,20.250000
2021-12-27,20.799999
2021-12-28,20.760000
2021-12-29,20.559999
2021-12-30,20.469999
2021-12-31,20.770000
2022-01-03,21.770000
2022-01-04,24.309999
2022-01-05,23.660000
2022-01-06,24.459999
2022-01-07,24.440001
2022-01-10,23.850000
2022-01-11,24.350000
2022-01-12,24.469999
2022-01-13,25.020000
2022-01-14,25.190001
2022-01-18,24.379999
2022-01-19,22.450001
2022-01-20,21.650000
2022-01-21,20.650000
2022-01-24,20.389999
2022-01-25,19.980000
2022-01-26,19.910000
2022-01-27,19.549999
2022-01-28,19.540001
2022-01-31,20.299999
2022-02-01,20.660000
2022-02-02,20.629999
2022-02-03,19.889999
2022-02-04,17.959999
2022-02-07,17.889999
2022-02-08,17.719999
2022-02-09,18.350000
2022-02-10,18.080000
2022-02-11,17.549999
2022-02-14,17.459999
2022-02-15,18.080000
